PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36693237","Effects of a Virtual Reality-Based Meditation Intervention on Anxiety and Depression Among Patients With Acute Leukemia During Induction Chemotherapy: A Randomized Controlled Trial","Zhang B, Jin X, Kuang X, Shen B, Qiu D, Peng J, Chen E, Dai X, Chen X, Wong CL.","Cancer Nurs. 2023 Jan 23. doi: 10.1097/NCC.0000000000001206. Online ahead of print.","Zhang B","Cancer Nurs","2023","2023/01/24","","","10.1097/NCC.0000000000001206"
"35166687","The Efficacy of a Smartphone-Based App on Stress Reduction: Randomized Controlled Trial","Hwang H, Kim SM, Netterstrøm B, Han DH.","J Med Internet Res. 2022 Feb 15;24(2):e28703. doi: 10.2196/28703.","Hwang H","J Med Internet Res","2022","2022/02/15","PMC8889477","","10.2196/28703"
"37930749","Effects of a Self-Guided Transdiagnostic Smartphone App on Patient Empowerment and Mental Health: Randomized Controlled Trial","Kerber A, Beintner I, Burchert S, Knaevelsrud C.","JMIR Ment Health. 2023 Nov 6;10:e45068. doi: 10.2196/45068.","Kerber A","JMIR Ment Health","2023","2023/11/06","PMC10660244","","10.2196/45068"
"32624013","Preventing depression using a smartphone app: a randomized controlled trial","Deady M, Glozier N, Calvo R, Johnston D, Mackinnon A, Milne D, Choi I, Gayed A, Peters D, Bryant R, Christensen H, Harvey SB.","Psychol Med. 2022 Feb;52(3):457-466. doi: 10.1017/S0033291720002081. Epub 2020 Jul 6.","Deady M","Psychol Med","2022","2020/07/07","","","10.1017/S0033291720002081"
"37428712","The clinical effects of digital cognitive behavioral therapy for insomnia in a heterogenous study sample: results from a randomized controlled trial","Schuffelen J, Maurer LF, Lorenz N, Rötger A, Pietrowsky R, Gieselmann A.","Sleep. 2023 Nov 8;46(11):zsad184. doi: 10.1093/sleep/zsad184.","Schuffelen J","Sleep","2023","2023/07/10","PMC10636251","","10.1093/sleep/zsad184"
"35367144","The Effect of Virtual Reality Distraction Intervention on Pain, Anxiety, and Vital Signs of Oncology Patients Undergoing Port Catheter Implantation: A Randomized Controlled Study","Menekli T, Yaprak B, Doğan R.","Pain Manag Nurs. 2022 Oct;23(5):585-590. doi: 10.1016/j.pmn.2022.03.004. Epub 2022 Mar 31.","Menekli T","Pain Manag Nurs","2022","2022/04/03","","","10.1016/j.pmn.2022.03.004"
"33967565","The effects of app-based mindfulness practice on the well-being of university students and staff","Lahtinen O, Aaltonen J, Kaakinen J, Franklin L, Hyönä J.","Curr Psychol. 2023;42(6):4412-4421. doi: 10.1007/s12144-021-01762-z. Epub 2021 May 1.","Lahtinen O","Curr Psychol","2023","2021/05/10","PMC8087530","","10.1007/s12144-021-01762-z"
"31724898","Improving quality of antipsychotic polypharmacy: a pilot study","Høilund H, Galea DP, Ringen PA.","Nord J Psychiatry. 2020 Apr;74(3):208-212. doi: 10.1080/08039488.2019.1690044. Epub 2019 Nov 14.","Høilund H","Nord J Psychiatry","2020","2019/11/15","","","10.1080/08039488.2019.1690044"
"34058610","Exploring the features of an app-based just-in-time intervention for depression","Everitt N, Broadbent J, Richardson B, Smyth JM, Heron K, Teague S, Fuller-Tyszkiewicz M.","J Affect Disord. 2021 Aug 1;291:279-287. doi: 10.1016/j.jad.2021.05.021. Epub 2021 May 24.","Everitt N","J Affect Disord","2021","2021/05/31","","","10.1016/j.jad.2021.05.021"
"36178727","Telehealth-Supported Decision-making Psychiatric Care for Suicidal Ideation: Longitudinal Observational Study","O'Callaghan E, Mahrer N, Belanger HG, Sullivan S, Lee C, Gupta CT, Winsberg M.","JMIR Form Res. 2022 Sep 30;6(9):e37746. doi: 10.2196/37746.","O'Callaghan E","JMIR Form Res","2022","2022/09/30","PMC9568811","","10.2196/37746"
"37610818","Mobile Technologies for Supporting Mental Health in Youths: Scoping Review of Effectiveness, Limitations, and Inclusivity","Litke SG, Resnikoff A, Anil A, Montgomery M, Matta R, Huh-Yoo J, Daly BP.","JMIR Ment Health. 2023 Aug 23;10:e46949. doi: 10.2196/46949.","Litke SG","JMIR Ment Health","2023","2023/08/23","PMC10467602","","10.2196/46949"
"37669289","Evaluating the effectiveness and cost-effectiveness of a digital, app-based intervention for depression (VMood) in community-based settings in Vietnam: Protocol for a stepped-wedge randomized controlled trial","Chau LW, Murphy JK, Nguyen VC, Xie H, Lam RW, Minas H, Zheng Y, Krebs E, Hayashi K, Dao S, Nguyen X, Duong VA, Fiume E, O'Neil J.","PLoS One. 2023 Sep 5;18(9):e0290328. doi: 10.1371/journal.pone.0290328. eCollection 2023.","Chau LW","PLoS One","2023","2023/09/05","PMC10479903","","10.1371/journal.pone.0290328"
"34252267","Young people's experience of online therapy for first-episode psychosis: A qualitative study","Valentine L, McEnery C, O'Sullivan S, D'Alfonso S, Gleeson J, Bendall S, Alvarez-Jimenez M.","Psychol Psychother. 2022 Mar;95(1):155-172. doi: 10.1111/papt.12356. Epub 2021 Jul 12.","Valentine L","Psychol Psychother","2022","2021/07/12","","","10.1111/papt.12356"
"37436812","Trajectories of Symptoms in Digital Interventions for Depression and Anxiety Using Routine Outcome Monitoring Data: Secondary Analysis Study","Cumpanasoiu DC, Enrique A, Palacios JE, Duffy D, McNamara S, Richards D.","JMIR Mhealth Uhealth. 2023 Jul 12;11:e41815. doi: 10.2196/41815.","Cumpanasoiu DC","JMIR Mhealth Uhealth","2023","2023/07/12","PMC10372559","","10.2196/41815"
"35589362","Well-being app to support young people during the COVID-19 pandemic: randomised controlled trial","Thabrew H, Boggiss AL, Lim D, Schache K, Morunga E, Cao N, Cavadino A, Serlachius AS.","BMJ Open. 2022 May 19;12(5):e058144. doi: 10.1136/bmjopen-2021-058144.","Thabrew H","BMJ Open","2022","2022/05/19","PMC9121135","","10.1136/bmjopen-2021-058144"
"34978535","The Efficacy of ""Foundations,"" a Digital Mental Health App to Improve Mental Well-being During COVID-19: Proof-of-Principle Randomized Controlled Trial","Catuara-Solarz S, Skorulski B, Estella-Aguerri I, Avella-Garcia CB, Shepherd S, Stott E, Hemmings NR, Ruiz de Villa A, Schulze L, Dix S.","JMIR Mhealth Uhealth. 2022 Jul 1;10(7):e30976. doi: 10.2196/30976.","Catuara-Solarz S","JMIR Mhealth Uhealth","2022","2022/01/03","PMC9255362","","10.2196/30976"
"38580986","Digital mental health interventions as stand-alone vs. augmented treatment as usual","Nelson BW, Peiper NC, Forman-Hoffman VL.","BMC Public Health. 2024 Apr 5;24(1):969. doi: 10.1186/s12889-024-18412-1.","Nelson BW","BMC Public Health","2024","2024/04/05","PMC10998421","","10.1186/s12889-024-18412-1"
"38328520","An app-based training for adolescents with problematic digital-media use and their parents (Res@t digital): protocol for a cluster-randomized clinical trial","Paschke K, Diestelkamp S, Zapf A, Busch K, Arnaud N, Prehn-Kristensen A, Reis O, Stark M, Cloes JO, Schulz AL, Brauer H, Krömer T, Thomasius R; Res@t Consortium.","Front Psychiatry. 2024 Jan 24;14:1245536. doi: 10.3389/fpsyt.2023.1245536. eCollection 2023.","Paschke K","Front Psychiatry","2024","2024/02/08","PMC10847547","","10.3389/fpsyt.2023.1245536"
"36426200","Efficacy and mechanisms of mobile application-delivered Acceptance and Commitment Therapy for posttraumatic stress disorder in China: Study protocol for a randomized controlled trial","Zhao Z, Zhao C, Ren Z, Shi C, Lai L.","Internet Interv. 2022 Nov 11;30:100585. doi: 10.1016/j.invent.2022.100585. eCollection 2022 Dec.","Zhao Z","Internet Interv","2022","2022/11/25","PMC9678960","","10.1016/j.invent.2022.100585"
"31041554","Innovative Models in Mental Health Delivery Systems: Task Sharing Care with Non-specialist Providers to Close the Mental Health Treatment Gap","Raviola G, Naslund JA, Smith SL, Patel V.","Curr Psychiatry Rep. 2019 Apr 30;21(6):44. doi: 10.1007/s11920-019-1028-x.","Raviola G","Curr Psychiatry Rep","2019","2019/05/02","","","10.1007/s11920-019-1028-x"
"37741768","The Effect of Using Virtual Reality Glasses on Anxiety and Fatigue in Women with Breast Cancer Receiving Adjuvant Chemotherapy: A Pretest-Posttest Randomized Controlled Study","Uslu A, Arslan S.","Semin Oncol Nurs. 2023 Oct;39(5):151503. doi: 10.1016/j.soncn.2023.151503. Epub 2023 Sep 22.","Uslu A","Semin Oncol Nurs","2023","2023/09/23","","","10.1016/j.soncn.2023.151503"
"35897086","App-based intervention among adolescents with persistent pain: a pilot feasibility randomized controlled trial","Grasaas E, Helseth S, Fegran L, Stinson J, Småstuen M, Lalloo C, Haraldstad K.","Pilot Feasibility Stud. 2022 Jul 27;8(1):158. doi: 10.1186/s40814-022-01113-0.","Grasaas E","Pilot Feasibility Stud","2022","2022/07/27","PMC9327289","","10.1186/s40814-022-01113-0"
"36028894","E-Mental-Health aftercare for children and adolescents after partial or full inpatient psychiatric hospitalization: study protocol of the randomized controlled DigiPuR trial","Finkbeiner M, Kühnhausen J, Schmid J, Conzelmann A, Dürrwächter U, Wahl LM, Kelava A, Gawrilow C, Renner TJ.","Trials. 2022 Aug 26;23(1):713. doi: 10.1186/s13063-022-06508-1.","Finkbeiner M","Trials","2022","2022/08/26","PMC9412803","","10.1186/s13063-022-06508-1"
"38011111","The feasibility, acceptability and efficacy of an app-based intervention (the Coping Camp) in reducing stress among Chinese school adolescents: A cluster randomised controlled trial","Zhou X, Edirippulige S, Jones A, Bai X, Smith AC, Bambling M.","PLoS One. 2023 Nov 27;18(11):e0294119. doi: 10.1371/journal.pone.0294119. eCollection 2023.","Zhou X","PLoS One","2023","2023/11/27","PMC10681230","","10.1371/journal.pone.0294119"
"36355406","Effectiveness of a Web-Based Intervention to Prevent Anxiety in the Children of Parents With Anxiety: Protocol for a Randomized Controlled Trial","Dunn A, Alvarez J, Arbon A, Bremner S, Elsby-Pearson C, Emsley R, Jones C, Lawrence P, Lester KJ, Majdandžić M, Morson N, Perry N, Simner J, Thomson A, Cartwright-Hatton S.","JMIR Res Protoc. 2022 Nov 10;11(11):e40707. doi: 10.2196/40707.","Dunn A","JMIR Res Protoc","2022","2022/11/10","PMC9693706","","10.2196/40707"
"37771461","An mHealth, patient engagement approach to understand and address parents' mental health and caregiving needs after prenatal diagnosis of critical congenital heart disease","McKechnie AC, Elgersma KM, Iwaszko Wagner T, Trebilcock A, Damico J, Sosa A, Ambrose MB, Shah K, Sanchez Mejia AA, Pridham KF.","PEC Innov. 2023 Sep 9;3:100213. doi: 10.1016/j.pecinn.2023.100213. eCollection 2023 Dec 15.","McKechnie AC","PEC Innov","2023","2023/09/29","PMC10523263","","10.1016/j.pecinn.2023.100213"
"36211835","Protocol for randomized control trial of a digital-assisted parenting intervention for promoting Malaysian children's mental health","Zulkefly NS, Schaff ARD, Zaini NA, Mukhtar F, Norowi NM, Dahlan R, Said SM.","Front Psychol. 2022 Sep 23;13:928895. doi: 10.3389/fpsyg.2022.928895. eCollection 2022.","Zulkefly NS","Front Psychol","2022","2022/10/10","PMC9541885","","10.3389/fpsyg.2022.928895"
"32274621","Promoting Resilience Among College Student Veterans Through an Acceptance-and-Commitment-Therapy App: An Intervention Refinement Study","Reyes AT, Muthukumar V, Bhatta TR, Bombard JN, Gangozo WJ.","Community Ment Health J. 2020 Oct;56(7):1206-1214. doi: 10.1007/s10597-020-00617-4. Epub 2020 Apr 9.","Reyes AT","Community Ment Health J","2020","2020/04/11","","","10.1007/s10597-020-00617-4"
"36776410","Biofeedback EMG alternative therapy for chronic low back pain (the BEAT-pain study)","Lazaridou A, Paschali M, Vilsmark ES, Sadora J, Burton D, Bashara A, Edwards RR.","Digit Health. 2023 Feb 7;9:20552076231154386. doi: 10.1177/20552076231154386. eCollection 2023 Jan-Dec.","Lazaridou A","Digit Health","2023","2023/02/13","PMC9909059","","10.1177/20552076231154386"
"38545496","VirtualPain. Preliminary findings from a group-based digital therapeutics intervention for fibromyalgia","Vilalta-Abella F, Porras-Garcia B, Ghiţă A, Vacas-Moreira M, Prat-Galbany M, Gutiérrez-Maldonado J.","Br J Pain. 2024 Apr;18(2):155-165. doi: 10.1177/20494637231210391. Epub 2023 Nov 3.","Vilalta-Abella F","Br J Pain","2024","2024/03/28","PMC10964857","","10.1177/20494637231210391"
"34855212","Digital stress management in cancer: Testing StressProffen in a 12-month randomized controlled trial","Børøsund E, Ehlers SL, Clark MM, Andrykowski MA, Cvancarova Småstuen M, Solberg Nes L.","Cancer. 2022 Apr 1;128(7):1503-1512. doi: 10.1002/cncr.34046. Epub 2021 Dec 2.","Børøsund E","Cancer","2022","2021/12/02","","","10.1002/cncr.34046"
"36377369","A HOPE Online Community Peer Support Intervention for Help Seeking: A Randomized Controlled Trial","Ugarte DA, Cumberland WG, Singh P, Saadat S, Garett R, Young SD.","Psychiatr Serv. 2023 Jun 1;74(6):648-651. doi: 10.1176/appi.ps.202000817. Epub 2022 Nov 15.","Ugarte DA","Psychiatr Serv","2023","2022/11/15","PMC10205089","NIHMS1861355","10.1176/appi.ps.202000817"
"36902793","Effectiveness of a Virtual-Reality-Based Self-Help Intervention for Lowering the Psychological Burden during the COVID-19 Pandemic: Results from a Randomized Controlled Trial in Iran","Farahimanesh S, Serino S, Tuena C, Di Lernia D, Wiederhold BK, Bernardelli L, Riva G, Moradi A.","J Clin Med. 2023 Mar 2;12(5):2006. doi: 10.3390/jcm12052006.","Farahimanesh S","J Clin Med","2023","2023/03/11","PMC10004117","","10.3390/jcm12052006"
"29685870","Effectiveness of an Internet- and App-Based Intervention for College Students With Elevated Stress: Randomized Controlled Trial","Harrer M, Adam SH, Fleischmann RJ, Baumeister H, Auerbach R, Bruffaerts R, Cuijpers P, Kessler RC, Berking M, Lehr D, Ebert DD.","J Med Internet Res. 2018 Apr 23;20(4):e136. doi: 10.2196/jmir.9293.","Harrer M","J Med Internet Res","2018","2018/04/25","PMC5938594","","10.2196/jmir.9293"
"35910689","The ""In It Together"" digital intervention to treat distress among older adults with sensory loss and their spouses: Study protocol for a randomized controlled trial study","Øverup CS, Lehane CM, Hald GM.","Internet Interv. 2022 Jul 9;29:100557. doi: 10.1016/j.invent.2022.100557. eCollection 2022 Sep.","Øverup CS","Internet Interv","2022","2022/08/01","PMC9326323","","10.1016/j.invent.2022.100557"
"36413390","Chatbot-Delivered Cognitive Behavioral Therapy in Adolescents With Depression and Anxiety During the COVID-19 Pandemic: Feasibility and Acceptability Study","Nicol G, Wang R, Graham S, Dodd S, Garbutt J.","JMIR Form Res. 2022 Nov 22;6(11):e40242. doi: 10.2196/40242.","Nicol G","JMIR Form Res","2022","2022/11/22","PMC9683529","","10.2196/40242"
"36443695","Virtual reality exposure and response prevention in the treatment of obsessive-compulsive disorder in patients with contamination subtype in comparison with in vivo exposure therapy: a randomized clinical controlled trial","Javaherirenani R, Mortazavi SS, Shalbafan M, Ashouri A, Farani AR.","BMC Psychiatry. 2022 Nov 28;22(1):740. doi: 10.1186/s12888-022-04402-3.","Javaherirenani R","BMC Psychiatry","2022","2022/11/28","PMC9706986","","10.1186/s12888-022-04402-3"
"37971805","Home-Based Treatment for Chronic Pain Combining Neuromodulation, Computer-Assisted Training, and Telemonitoring in Patients With Breast Cancer: Protocol for a Rehabilitative Study","Conti L, Marzorati C, Grasso R, Ferrucci R, Priori A, Mameli F, Ruggiero F, Pravettoni G.","JMIR Res Protoc. 2023 Nov 16;12:e49508. doi: 10.2196/49508.","Conti L","JMIR Res Protoc","2023","2023/11/16","PMC10690524","","10.2196/49508"
"36777820","Peripheral intravenous infusion for children based on computer digital video technology","Tang Y, Zhu L, Hui X, Chen Y.","Am J Transl Res. 2023 Jan 15;15(1):466-475. eCollection 2023.","Tang Y","Am J Transl Res","2023","2023/02/13","PMC9908478","",""
"36287604","A Smartphone App to Promote Patient Activation and Support Shared Decision-making in People With a Diagnosis of Schizophrenia in Outpatient Treatment Settings (Momentum Trial): Randomized Controlled Assessor-Blinded Trial","Vitger T, Hjorthøj C, Austin SF, Petersen L, Tønder ES, Nordentoft M, Korsbek L.","J Med Internet Res. 2022 Oct 26;24(10):e40292. doi: 10.2196/40292.","Vitger T","J Med Internet Res","2022","2022/10/26","PMC9647453","","10.2196/40292"
"36585150","Digital delivery of behavioural activation therapy to overcome depression and facilitate social and economic transitions of adolescents in South Africa (the DoBAt study): protocol for a pilot randomised controlled trial","Moffett BD, Pozuelo JR, van Heerden A, O'Mahen HA, Craske M, Sodi T, Lund C, Orkin K, Kilford EJ, Blakemore SJ, Mahmud M, Musenge E, Davis M, Makhanya Z, Baloyi T, Mahlangu D, Chierchia G, Fielmann SL, Gómez-Olivé FX, Valodia I, Tollman S, Kahn K, Stein A.","BMJ Open. 2022 Dec 30;12(12):e065977. doi: 10.1136/bmjopen-2022-065977.","Moffett BD","BMJ Open","2022","2022/12/30","PMC9809228","","10.1136/bmjopen-2022-065977"
"34101177","""I wanted to do more of the homework!""-Feasibility and acceptability of blending app-based homework with group therapy for social cognition in psychosis","Sedgwick O, Hardy A, Greer B, Newbery K, Cella M.","J Clin Psychol. 2021 Dec;77(12):2701-2724. doi: 10.1002/jclp.23193. Epub 2021 Jun 8.","Sedgwick O","J Clin Psychol","2021","2021/06/08","","","10.1002/jclp.23193"
"35051993","Virtual reality for public health: a study on a VR intervention to enhance occupational injury prevention","Namkoong K, Chen J, Leach J, Song Y, Vincent S, Byrd AP, Mazur J.","J Public Health (Oxf). 2023 Mar 14;45(1):136-144. doi: 10.1093/pubmed/fdab407.","Namkoong K","J Public Health (Oxf)","2023","2022/01/20","","","10.1093/pubmed/fdab407"
"30921171","Effect of Digital Storytelling on Anxiety in Patients Who Are Candidates for Open-Heart Surgery","Moghimian M, Akbari M, Moghaddasi J, Niknajad R.","J Cardiovasc Nurs. 2019 May/Jun;34(3):231-235. doi: 10.1097/JCN.0000000000000569.","Moghimian M","J Cardiovasc Nurs","2019","2019/03/29","","","10.1097/JCN.0000000000000569"
"33843605","Virtual Reality Self-help Treatment for Aviophobia: Protocol for a Randomized Controlled Trial","Fehribach JR, Toffolo MBJ, Cornelisz I, van Klaveren C, van Straten A, van Gelder JL, Donker T.","JMIR Res Protoc. 2021 Apr 12;10(4):e22008. doi: 10.2196/22008.","Fehribach JR","JMIR Res Protoc","2021","2021/04/12","PMC8076993","","10.2196/22008"
"32687151","Rapid design and deployment of intensive outpatient, group-based psychiatric care using telehealth during coronavirus disease 2019 (COVID-19)","Childs AW, Unger A, Li L.","J Am Med Inform Assoc. 2020 Jul 1;27(9):1420-1424. doi: 10.1093/jamia/ocaa138.","Childs AW","J Am Med Inform Assoc","2020","2020/07/21","PMC7454574","","10.1093/jamia/ocaa138"
"33718001","Effect of an internet- and app-based stress intervention compared to online psychoeducation in university students with depressive symptoms: Results of a randomized controlled trial","Harrer M, Apolinário-Hagen J, Fritsche L, Salewski C, Zarski AC, Lehr D, Baumeister H, Cuijpers P, Ebert DD.","Internet Interv. 2021 Feb 24;24:100374. doi: 10.1016/j.invent.2021.100374. eCollection 2021 Apr.","Harrer M","Internet Interv","2021","2021/03/15","PMC7932886","","10.1016/j.invent.2021.100374"
"37363749","Positive Prospective Mental Imagery Characteristics in Young Adults and Their Associations with Depressive Symptoms","Marciniak MA, Shanahan L, Binder H, Kalisch R, Kleim B.","Cognit Ther Res. 2023 Apr 28:1-12. doi: 10.1007/s10608-023-10378-5. Online ahead of print.","Marciniak MA","Cognit Ther Res","2023","2023/06/26","PMC10140715","","10.1007/s10608-023-10378-5"
"37079366","Using Digital Measurement-Based Care for the Treatment of Anxiety and Depression in Children and Adolescents: Observational Retrospective Analysis of Bend Health Data","Huffman LG, Lawrence-Sidebottom D, Huberty J, Roots M, Roots K, Parikh A, Guerra R, Weiser J.","JMIR Pediatr Parent. 2023 Apr 20;6:e46154. doi: 10.2196/46154.","Huffman LG","JMIR Pediatr Parent","2023","2023/04/20","PMC10160939","","10.2196/46154"
"37996896","Effectiveness and cost-effectiveness of an electronic mindfulness-based intervention to improve maternal mental health in the peripartum: study protocol for a randomised controlled trial","Branjerdporn G, Gillespie K, Martin E, Kissane V, De Young A, Ewais T, Goldsmith K, Wilson S, Adhikary S, McGahan G, Schulz C, Beckmann M.","Trials. 2023 Nov 23;24(1):747. doi: 10.1186/s13063-023-07746-7.","Branjerdporn G","Trials","2023","2023/11/23","PMC10666349","","10.1186/s13063-023-07746-7"
"35969440","Analyzing the Impact of Mobile App Engagement on Mental Health Outcomes: Secondary Analysis of the Unwinding Anxiety Program","Nardi W, Roy A, Dunsiger S, Brewer J.","J Med Internet Res. 2022 Aug 15;24(8):e33696. doi: 10.2196/33696.","Nardi W","J Med Internet Res","2022","2022/08/15","PMC9425172","","10.2196/33696"
"37637657","Effectiveness of Daily Mindfulness Meditation App Usage to Reduce Anxiety and Improve Well-Being During the COVID-19 Pandemic: A Randomized Controlled Trial","O'Donnell K, Dunbar M, Speelman D.","Cureus. 2023 Jul 25;15(7):e42432. doi: 10.7759/cureus.42432. eCollection 2023 Jul.","O'Donnell K","Cureus","2023","2023/08/28","PMC10448000","","10.7759/cureus.42432"
"31318132","Digital literacy linked to engagement and psychological benefits among breast cancer survivors in Internet-based peer support groups","Lepore SJ, Rincon MA, Buzaglo JS, Golant M, Lieberman MA, Bauerle Bass S, Chambers S.","Eur J Cancer Care (Engl). 2019 Jul;28(4):e13134. doi: 10.1111/ecc.13134.","Lepore SJ","Eur J Cancer Care (Engl)","2019","2019/07/19","PMC8344410","NIHMS1726706","10.1111/ecc.13134"
"31469084","Evaluation of a Technology-Based Peer-Support Intervention Program for Preventing Postnatal Depression (Part 1): Randomized Controlled Trial","Shorey S, Chee CYI, Ng ED, Lau Y, Dennis CL, Chan YH.","J Med Internet Res. 2019 Aug 29;21(8):e12410. doi: 10.2196/12410.","Shorey S","J Med Internet Res","2019","2019/08/31","PMC6744221","","10.2196/12410"
"24998488","Computerized and virtual reality cognitive training for individuals at high risk of cognitive decline: systematic review of the literature","Coyle H, Traynor V, Solowij N.","Am J Geriatr Psychiatry. 2015 Apr;23(4):335-359. doi: 10.1016/j.jagp.2014.04.009. Epub 2014 May 14.","Coyle H","Am J Geriatr Psychiatry","2015","2014/07/08","","","10.1016/j.jagp.2014.04.009"
"35133286","Therapist-Assisted Web-Based Intervention for Prolonged Grief Disorder After Cancer Bereavement: Randomized Controlled Trial","Kaiser J, Nagl M, Hoffmann R, Linde K, Kersting A.","JMIR Ment Health. 2022 Feb 8;9(2):e27642. doi: 10.2196/27642.","Kaiser J","JMIR Ment Health","2022","2022/02/08","PMC8864524","","10.2196/27642"
"34806676","Impact of virtual brief wellness based psychosocial intervention on mental wellbeing of stable hospitalised COVID-19 patients - A pilot study","Thong KS, Seed HF.","Med J Malaysia. 2021 Nov;76(6):876-880.","Thong KS","Med J Malaysia","2021","2021/11/22","","",""
"35881773","Response and ongoing skills use following a single-session virtual cognitive behavioral workshop for graduate students","Bernstein EE, LeBlanc NJ, McNally RJ.","J Am Coll Health. 2022 Jul 26:1-10. doi: 10.1080/07448481.2022.2098036. Online ahead of print.","Bernstein EE","J Am Coll Health","2022","2022/07/26","","","10.1080/07448481.2022.2098036"
"31344520","A virtual learning collaborative to implement health promotion in routine mental health settings: Protocol for a cluster randomized trial","Aschbrenner KA, Pratt SI, Bond GR, Zubkoff L, Naslund JA, Jue K, Williams G, Kinney A, Cohen MJ, Godfrey MM, Bartels SJ.","Contemp Clin Trials. 2019 Sep;84:105816. doi: 10.1016/j.cct.2019.105816. Epub 2019 Jul 22.","Aschbrenner KA","Contemp Clin Trials","2019","2019/07/26","PMC10047804","NIHMS1842953","10.1016/j.cct.2019.105816"
"35805665","Managing Minds at Work: Development of a Digital Line Manager Training Program","Blake H, Vaughan B, Bartle C, Yarker J, Munir F, Marwaha S, Daly G, Russell S, Meyer C, Hassard J, Thomson L.","Int J Environ Res Public Health. 2022 Jun 29;19(13):8006. doi: 10.3390/ijerph19138006.","Blake H","Int J Environ Res Public Health","2022","2022/07/09","PMC9266047","","10.3390/ijerph19138006"
"34847058","Examining the Effectiveness of Gamification in Mental Health Apps for Depression: Systematic Review and Meta-analysis","Six SG, Byrne KA, Tibbett TP, Pericot-Valverde I.","JMIR Ment Health. 2021 Nov 29;8(11):e32199. doi: 10.2196/32199.","Six SG","JMIR Ment Health","2021","2021/11/30","PMC8669581","","10.2196/32199"
"35689137","Pilot Randomized Control Trial of an App-Based CBT Program for Reducing Anxiety in Individuals with ASD without Intellectual Disability","Yang YJ, Chung KM.","J Autism Dev Disord. 2023 Apr;53(4):1331-1346. doi: 10.1007/s10803-022-05617-9. Epub 2022 Jun 10.","Yang YJ","J Autism Dev Disord","2023","2022/06/10","","","10.1007/s10803-022-05617-9"
"33898369","Evaluation of a Short-Term Digital Group Intervention to Relieve Mental Distress and Promote Well-Being Among Community-Dwelling Older Individuals During the COVID-19 Outbreak: A Study Protocol","Shapira S, Yeshua-Katz D, Goren G, Aharonson-Daniel L, Clarfield AM, Sarid O.","Front Public Health. 2021 Apr 9;9:577079. doi: 10.3389/fpubh.2021.577079. eCollection 2021.","Shapira S","Front Public Health","2021","2021/04/26","PMC8062707","","10.3389/fpubh.2021.577079"
"37598721","Reducing alexithymia and increasing interoceptive awareness: A randomized controlled trial comparing mindfulness with dyadic socio-emotional app-based practice","Silveira S, Godara M, Faschinger A, Singer T.","J Affect Disord. 2023 Nov 15;341:162-169. doi: 10.1016/j.jad.2023.08.093. Epub 2023 Aug 19.","Silveira S","J Affect Disord","2023","2023/08/20","","","10.1016/j.jad.2023.08.093"
"35904843","Virtual Intervention for Caregivers of Persons With Lewy Body Dementia: Pilot Quasi-Experimental Single-Arm Study","Zaslavsky O, Kaneshiro J, Chu F, Teng A, Domoto-Reilly K, Chen AT.","JMIR Form Res. 2022 Jul 29;6(7):e37108. doi: 10.2196/37108.","Zaslavsky O","JMIR Form Res","2022","2022/07/29","PMC9377445","","10.2196/37108"
"33145495","A digital mental health intervention to reduce depressive symptoms among overseas Filipino workers: protocol for a pilot hybrid type 1 effectiveness-implementation randomized controlled trial","Liem A, Garabiles MR, Pakingan KA, Chen W, Lam AIF, Burchert S, Hall BJ.","Implement Sci Commun. 2020 Oct 31;1:96. doi: 10.1186/s43058-020-00072-y. eCollection 2020.","Liem A","Implement Sci Commun","2020","2020/11/04","PMC7602760","","10.1186/s43058-020-00072-y"
"35110313","Group cognitive behavioural therapy with virtual reality exposure versus group cognitive behavioural therapy with in vivo exposure for social anxiety disorder and agoraphobia: a protocol for a randomised clinical trial","Arnfred B, Bang P, Hjorthøj C, Christensen CW, Stengaard Moeller K, Hvenegaard M, Agerskov L, Krog Gausboel U, Soe D, Wiborg P, Smith CIS, Rosenberg N, Nordentoft M.","BMJ Open. 2022 Feb 2;12(2):e051147. doi: 10.1136/bmjopen-2021-051147.","Arnfred B","BMJ Open","2022","2022/02/03","PMC8811551","","10.1136/bmjopen-2021-051147"
"37133926","Effectiveness of a Mindfulness Meditation App Based on an Electroencephalography-Based Brain-Computer Interface in Radiofrequency Catheter Ablation for Patients With Atrial Fibrillation: Pilot Randomized Controlled Trial","He Y, Tang Z, Sun G, Cai C, Wang Y, Yang G, Bao Z.","JMIR Mhealth Uhealth. 2023 May 3;11:e44855. doi: 10.2196/44855.","He Y","JMIR Mhealth Uhealth","2023","2023/05/03","PMC10193217","","10.2196/44855"
"27577354","Patient-Provider Teamwork via Cooperative Note Taking on Tele-Board MED","Perlich A, Meinel C.","Stud Health Technol Inform. 2016;228:117-21.","Perlich A","Stud Health Technol Inform","2016","2016/09/01","","",""
